Index,SX5E
2014-07-15,3185.86
2014-07-16,3153.75
2014-07-17,3202.94
2014-07-18,3157.82
2014-07-21,3164.21
2014-07-22,3137.06
2014-07-23,3189.22
2014-07-24,3193.13
2014-07-25,3220.07
2014-07-28,3174.99
2014-07-29,3171.55
2014-07-30,3190.54
2014-07-31,3169.23
2014-08-01,3115.51
2014-08-04,3072.57
2014-08-05,3070.46
2014-08-06,3072.2
2014-08-07,3050.37
2014-08-08,3012.88
2014-08-11,3006.83
2014-08-12,3047.56
2014-08-13,3023.77
2014-08-14,3056.17
2014-08-15,3058.16
2014-08-18,3033.52
2014-08-19,3073.45
2014-08-20,3091.11
2014-08-21,3083.5
2014-08-22,3124.56
2014-08-25,3098.5
2014-08-26,3165.47
2014-08-27,3197.54
2014-08-28,3194.45
2014-08-29,3164.44
2014-09-01,3172.63
2014-09-02,3175.05
2014-09-03,3180.29
2014-09-04,3218.84
2014-09-05,3277.25
2014-09-08,3275.25
2014-09-09,3267.54
2014-09-10,3245.43
2014-09-11,3244.16
2014-09-12,3237.76
2014-09-15,3235.07
2014-09-16,3231.7
2014-09-17,3221.73
2014-09-18,3237.44
2014-09-19,3271.37
2014-09-22,3273.25
2014-09-23,3257.48
2014-09-24,3205.93
2014-09-25,3244.01
2014-09-26,3202.31
2014-09-29,3219.58
2014-09-30,3186.95
2014-10-01,3225.93
2014-10-02,3195.08
2014-10-03,3106.42
2014-10-06,3133.37
2014-10-07,3138.67
2014-10-08,3082.1
2014-10-09,3053.31
2014-10-10,3042.45
2014-10-13,2991.5
2014-10-14,2998.32
2014-10-15,3000.99
2014-10-16,2892.55
2014-10-17,2874.65
2014-10-20,2962.24
2014-10-21,2927.3
2014-10-22,2991.46
2014-10-23,3008.53
2014-10-24,3044.3
2014-10-27,3030.37
2014-10-28,2998.84
2014-10-29,3036.15
2014-10-30,3022.42
2014-10-31,3035.9
2014-11-03,3113.32
2014-11-04,3082.32
2014-11-05,3034.24
2014-11-06,3091.54
2014-11-07,3102.07
2014-11-10,3064.92
2014-11-11,3094.6
2014-11-12,3104.59
2014-11-13,3047.3
2014-11-14,3056.8
2014-11-17,3059.99
2014-11-18,3084.79
2014-11-19,3120.42
2014-11-20,3123.12
2014-11-21,3102.21
2014-11-24,3194.22
2014-11-25,3211.7
2014-11-26,3226.15
2014-11-27,3226.08
2014-11-28,3244.92
2014-12-01,3250.93
2014-12-02,3232.91
2014-12-03,3238.35
2014-12-04,3247.72
2014-12-05,3191.25
2014-12-08,3277.38
2014-12-09,3247.99
2014-12-10,3162.77
2014-12-11,3150.95
2014-12-12,3159.11
2014-12-15,3067.32
2014-12-16,2982.9
2014-12-17,3049.99
2014-12-18,3051.99
2014-12-19,3153.77
2014-12-22,3141.28
2014-12-23,3154.91
2014-12-24,3192.47
2014-12-29,3184.66
2014-12-30,3185.17
2014-12-31,3135.95
2015-01-02,3146.43
2015-01-05,3139.44
2015-01-06,3023.14
2015-01-07,3007.91
2015-01-08,3026.79
2015-01-09,3135.08
2015-01-12,3042.9
2015-01-13,3084.18
2015-01-14,3133.86
2015-01-15,3089.67
2015-01-16,3157.36
2015-01-19,3202.24
2015-01-20,3220.9
2015-01-21,3244.92
2015-01-22,3269.73
2015-01-23,3322.65
2015-01-26,3382.55
2015-01-27,3414.28
2015-01-28,3372.58
2015-01-29,3358.96
2015-01-30,3371.83
2015-02-02,3351.44
2015-02-03,3370.11
2015-02-04,3414.18
2015-02-05,3415.53
2015-02-06,3408.96
2015-02-09,3398.16
2015-02-10,3347.75
2015-02-11,3383.13
2015-02-12,3374.14
2015-02-13,3417.61
2015-02-16,3447.59
2015-02-17,3433.3
2015-02-18,3438.44
2015-02-19,3465.8
2015-02-20,3488.08
2015-02-23,3490.53
2015-02-24,3519.58
2015-02-25,3547.1
2015-02-26,3541.78
2015-02-27,3574.94
2015-03-02,3599.0
2015-03-03,3591.09
2015-03-04,3549.11
2015-03-05,3583.44
2015-03-06,3618.21
2015-03-09,3617.62
2015-03-10,3610.28
2015-03-11,3567.25
2015-03-12,3649.54
2015-03-13,3641.32
2015-03-16,3656.21
2015-03-17,3706.75
2015-03-18,3672.16
2015-03-19,3668.52
2015-03-20,3670.73
2015-03-23,3726.07
2015-03-24,3699.04
2015-03-25,3731.35
2015-03-26,3684.04
2015-03-27,3669.79
2015-03-30,3679.03
2015-03-31,3727.8
2015-04-01,3697.38
2015-04-02,3714.89
2015-04-07,3715.27
2015-04-08,3768.72
2015-04-09,3742.63
2015-04-10,3781.79
2015-04-13,3816.76
2015-04-14,3828.78
2015-04-15,3784.53
2015-04-16,3803.55
2015-04-17,3751.72
2015-04-20,3674.05
2015-04-21,3718.04
2015-04-22,3719.38
2015-04-23,3724.49
2015-04-24,3697.88
2015-04-27,3713.96
2015-04-28,3771.45
2015-04-29,3715.42
2015-04-30,3617.11
2015-05-01,3615.59
2015-05-04,3615.59
2015-05-05,3632.94
2015-05-06,3546.56
2015-05-07,3558.03
2015-05-08,3556.21
2015-05-11,3649.48
2015-05-12,3624.41
2015-05-13,3573.1
2015-05-14,3553.42
2015-05-15,3602.22
2015-05-18,3573.07
2015-05-19,3589.22
2015-05-20,3670.52
2015-05-21,3683.48
2015-05-22,3688.72
2015-05-25,3679.14
2015-05-26,3655.41
2015-05-27,3619.3
2015-05-28,3682.87
2015-05-29,3650.71
2015-06-01,3570.78
2015-06-02,3575.04
2015-06-03,3561.89
2015-06-04,3583.82
2015-06-05,3556.38
2015-06-08,3510.01
2015-06-09,3468.31
2015-06-10,3456.79
2015-06-11,3526.48
2015-06-12,3551.91
2015-06-15,3502.77
2015-06-16,3438.07
2015-06-17,3454.09
2015-06-18,3428.76
2015-06-19,3450.45
2015-06-22,3455.8
2015-06-23,3596.07
2015-06-24,3625.97
2015-06-25,3610.95
2015-06-26,3610.91
2015-06-29,3621.37
2015-06-30,3468.9
2015-07-01,3424.3
2015-07-02,3496.28
2015-07-03,3463.25
2015-07-06,3441.76
2015-07-07,3365.2
2015-07-08,3294.19
2015-07-09,3327.5
2015-07-10,3420.03
2015-07-13,3528.81
2015-07-14,3590.43
2015-07-15,3607.19
2015-07-16,3623.87
2015-07-17,3676.41
2015-07-20,3670.34
2015-07-21,3686.58
2015-07-22,3647.96
2015-07-23,3635.58
2015-07-24,3634.64
2015-07-27,3600.0
2015-07-28,3513.1
2015-07-29,3554.11
2015-07-30,3575.53
2015-07-31,3583.79
2015-08-03,3600.69
2015-08-04,3635.4
2015-08-05,3619.31
2015-08-06,3676.75
2015-08-07,3668.47
2015-08-10,3637.8
2015-08-11,3674.94
2015-08-12,3605.28
2015-08-13,3484.41
2015-08-14,3516.15
2015-08-17,3491.03
2015-08-18,3497.9
2015-08-19,3495.38
2015-08-20,3429.84
2015-08-21,3353.48
2015-08-24,3247.26
2015-08-25,3073.39
2015-08-26,3218.01
2015-08-27,3170.73
2015-08-28,3280.78
2015-08-31,3286.59
2015-09-01,3269.63
2015-09-02,3188.73
2015-09-03,3198.86
2015-09-04,3270.09
2015-09-07,3180.25
2015-09-08,3197.97
2015-09-09,3233.84
2015-09-10,3269.98
2015-09-11,3221.14
2015-09-14,3187.94
2015-09-15,3175.62
2015-09-16,3207.6
2015-09-17,3251.79
2015-09-18,3255.79
2015-09-21,3157.3
2015-09-22,3184.72
2015-09-23,3076.05
2015-09-24,3079.99
2015-09-25,3019.34
2015-09-28,3113.16
2015-09-29,3039.44
2015-09-30,3029.86
2015-10-01,3100.67
2015-10-02,3069.05
2015-10-05,3088.18
2015-10-06,3190.39
2015-10-07,3220.09
2015-10-08,3226.4
2015-10-09,3224.96
2015-10-12,3250.31
2015-10-13,3247.33
2015-10-14,3221.28
2015-10-15,3191.57
2015-10-16,3238.81
2015-10-19,3264.93
2015-10-20,3272.04
2015-10-21,3255.72
2015-10-22,3272.23
2015-10-23,3353.11
2015-10-26,3425.81
2015-10-27,3414.6
2015-10-28,3381.01
2015-10-29,3421.09
2015-10-30,3413.39
2015-11-02,3418.23
2015-11-03,3434.5
2015-11-04,3442.68
2015-11-05,3439.16
2015-11-06,3447.49
2015-11-09,3468.21
2015-11-10,3418.36
2015-11-11,3425.4
2015-11-12,3448.42
2015-11-13,3387.7
2015-11-16,3360.65
2015-11-17,3362.23
2015-11-18,3451.94
2015-11-19,3431.92
2015-11-20,3448.93
2015-11-23,3452.45
2015-11-24,3445.26
2015-11-25,3409.6
2015-11-26,3462.06
2015-11-27,3498.62
2015-11-30,3488.99
2015-12-01,3506.45
2015-12-02,3479.64
2015-12-03,3468.66
2015-12-04,3343.34
2015-12-07,3330.75
2015-12-08,3360.21
2015-12-09,3297.46
2015-12-10,3277.21
2015-12-11,3269.97
2015-12-14,3203.21
2015-12-15,3139.24
2015-12-16,3241.51
2015-12-17,3246.78
2015-12-18,3306.47
2015-12-21,3260.72
2015-12-22,3213.01
2015-12-23,3214.32
2015-12-24,3286.68
2015-12-28,3284.47
2015-12-29,3256.49
2015-12-30,3314.28
2015-12-31,3287.98
2016-01-04,3267.52
2016-01-05,3164.76
2016-01-06,3178.01
2016-01-07,3139.32
2016-01-08,3084.68
2016-01-11,3033.47
2016-01-12,3027.49
2016-01-13,3064.66
2016-01-14,3073.02
2016-01-15,3024.0
2016-01-18,2952.48
2016-01-19,2935.39
2016-01-20,2980.49
2016-01-21,2882.59
2016-01-22,2943.92
2016-01-25,3023.21
2016-01-26,3001.78
2016-01-27,3032.84
2016-01-28,3043.47
2016-01-29,2979.42
2016-02-01,3045.09
2016-02-02,3021.01
2016-02-03,2951.85
2016-02-04,2896.63
2016-02-05,2905.3
2016-02-08,2879.39
2016-02-09,2785.17
2016-02-10,2736.5
2016-02-11,2789.05
2016-02-12,2680.35
2016-02-15,2756.16
2016-02-16,2833.87
2016-02-17,2821.26
2016-02-18,2897.72
2016-02-19,2895.15
2016-02-22,2871.05
2016-02-23,2933.91
2016-02-24,2887.38
2016-02-25,2820.24
2016-02-26,2877.42
2016-02-29,2929.16
2016-03-01,2945.75
2016-03-02,2996.39
2016-03-03,3022.14
2016-03-04,3012.87
2016-03-07,3037.35
2016-03-08,3021.09
2016-03-09,3002.01
2016-03-10,3016.18
2016-03-11,2970.78
2016-03-14,3073.8
2016-03-15,3091.98
2016-03-16,3067.21
2016-03-17,3062.05
2016-03-18,3043.1
2016-03-21,3059.77
2016-03-22,3048.77
2016-03-23,3051.23
2016-03-24,3042.42
2016-03-29,2986.73
2016-03-30,3004.87
2016-03-31,3044.1
2016-04-01,3004.93
2016-04-04,2953.28
2016-04-05,2962.28
2016-04-06,2890.35
2016-04-07,2909.36
2016-04-08,2871.57
2016-04-11,2911.98
2016-04-12,2924.23
2016-04-13,2942.09
2016-04-14,3039.19
2016-04-15,3060.86
2016-04-18,3054.34
2016-04-19,3064.03
2016-04-20,3112.99
2016-04-21,3142.52
2016-04-22,3151.69
2016-04-25,3141.12
2016-04-26,3117.62
2016-04-27,3121.29
2016-04-28,3130.43
2016-04-29,3125.43
2016-05-02,3028.21
2016-05-03,3032.6
2016-05-04,2974.2
2016-05-05,2938.75
2016-05-06,2940.35
2016-05-09,2936.84
2016-05-10,2955.83
2016-05-11,2978.97
2016-05-12,2956.71
2016-05-13,2935.46
2016-05-16,2956.63
2016-05-17,2951.39
2016-05-18,2938.09
2016-05-19,2956.43
2016-05-20,2919.22
2016-05-23,2962.16
2016-05-24,2932.93
2016-05-25,3010.12
2016-05-26,3061.6
2016-05-27,3071.21
2016-05-30,3078.48
2016-05-31,3090.01
2016-06-01,3063.48
2016-06-02,3038.77
2016-06-03,3033.86
2016-06-06,2997.55
2016-06-07,3001.9
2016-06-08,3040.69
2016-06-09,3019.76
2016-06-10,2989.03
2016-06-13,2911.11
2016-06-14,2853.52
2016-06-15,2797.18
2016-06-16,2830.3
2016-06-17,2819.3
2016-06-20,2849.17
2016-06-21,2942.88
2016-06-22,2967.34
2016-06-23,2978.31
2016-06-24,3037.86
2016-06-27,2776.09
2016-06-28,2697.44
2016-06-29,2758.67
2016-06-30,2832.18
2016-07-01,2864.74
2016-07-04,2883.06
2016-07-05,2862.21
2016-07-06,2812.88
2016-07-07,2761.37
2016-07-08,2780.1
2016-07-11,2838.01
2016-07-12,2885.32
2016-07-13,2933.44
2016-07-14,2926.14
2016-07-15,2963.07
2016-07-18,2958.65
2016-07-19,2949.17
2016-07-20,2931.1
2016-07-21,2966.95
2016-07-22,2968.49
2016-07-25,2972.23
2016-07-26,2973.22
2016-07-27,2978.9
2016-07-28,2999.48
2016-07-29,2966.1
2016-08-01,2990.76
2016-08-02,2967.31
2016-08-03,2906.98
2016-08-04,2911.06
2016-08-05,2932.34
2016-08-08,2973.71
2016-08-09,2982.92
2016-08-10,3029.18
2016-08-11,3018.46
2016-08-12,3049.03
2016-08-15,3044.94
2016-08-16,3046.65
2016-08-17,3016.19
2016-08-18,2980.54
2016-08-19,2995.3
2016-08-22,2968.2
2016-08-23,2960.37
2016-08-24,2993.73
2016-08-25,3008.59
2016-08-26,2987.69
2016-08-29,3010.36
2016-08-30,2998.5
2016-08-31,3030.75
2016-09-01,3023.13
2016-09-02,3017.49
2016-09-05,3079.74
2016-09-06,3077.66
2016-09-07,3070.16
2016-09-08,3091.66
2016-09-09,3083.54
2016-09-12,3053.2
2016-09-13,3012.88
2016-09-14,2974.8
2016-09-15,2964.9
2016-09-16,2973.77
2016-09-19,2935.25
2016-09-20,2968.31
2016-09-21,2964.86
2016-09-22,2982.18
2016-09-23,3051.69
2016-09-26,3032.31
2016-09-27,2975.88
2016-09-28,2970.84
2016-09-29,2991.11
2016-09-30,2991.58
2016-10-03,3002.24
2016-10-04,2998.5
2016-10-05,3029.5
2016-10-06,3026.28
2016-10-07,3021.58
2016-10-10,3000.57
2016-10-11,3035.76
2016-10-12,3020.69
2016-10-13,3008.03
2016-10-14,2975.04
2016-10-17,3025.19
2016-10-18,3008.72
2016-10-19,3046.99
2016-10-20,3055.94
2016-10-21,3076.63
2016-10-24,3077.65
2016-10-25,3093.86
2016-10-26,3087.41
2016-10-27,3080.98
2016-10-28,3085.17
2016-10-31,3079.24
2016-11-01,3055.25
2016-11-02,3023.15
2016-11-03,2980.17
2016-11-04,2973.49
2016-11-07,2954.53
2016-11-08,3009.28
2016-11-09,3023.43
2016-11-10,3056.29
2016-11-11,3046.59
2016-11-14,3030.02
2016-11-15,3039.8
2016-11-16,3049.72
2016-11-17,3026.36
2016-11-18,3041.79
2016-11-21,3020.83
2016-11-22,3032.97
2016-11-23,3044.33
2016-11-24,3032.14
2016-11-25,3040.6
2016-11-28,3048.38
2016-11-29,3016.8
2016-11-30,3038.42
2016-12-01,3051.61
2016-12-02,3030.98
2016-12-05,3015.13
2016-12-06,3052.75
2016-12-07,3100.76
2016-12-08,3142.24
2016-12-09,3185.79
2016-12-12,3197.54
2016-12-13,3199.11
2016-12-14,3236.71
2016-12-15,3211.71
2016-12-16,3249.74
2016-12-19,3259.24
2016-12-20,3257.85
2016-12-21,3279.41
2016-12-22,3270.75
2016-12-23,3269.51
2016-12-27,3273.97
2016-12-28,3278.53
2016-12-29,3278.72
2016-12-30,3271.76
2017-01-02,3290.52
2017-01-03,3308.67
2017-01-04,3315.02
2017-01-05,3317.52
2017-01-06,3316.47
2017-01-09,3321.17
2017-01-10,3308.97
2017-01-11,3306.21
2017-01-12,3307.94
2017-01-13,3286.7
2017-01-16,3324.34
2017-01-17,3294.53
2017-01-18,3285.04
2017-01-19,3294.0
2017-01-20,3290.33
2017-01-23,3299.44
2017-01-24,3273.04
2017-01-25,3281.53
2017-01-26,3326.15
2017-01-27,3319.13
2017-01-30,3303.33
2017-01-31,3262.72
2017-02-01,3230.68
2017-02-02,3258.92
2017-02-03,3253.61
2017-02-06,3273.11
2017-02-07,3238.31
2017-02-08,3235.71
2017-02-09,3238.04
2017-02-10,3277.79
2017-02-13,3270.83
2017-02-14,3305.23
2017-02-15,3308.89
2017-02-16,3323.71
2017-02-17,3311.04
2017-02-20,3308.81
2017-02-21,3312.39
2017-02-22,3339.33
2017-02-23,3339.27
2017-02-24,3333.96
2017-02-27,3304.09
2017-02-28,3309.3
2017-03-01,3319.61
2017-03-02,3390.2
2017-03-03,3384.71
2017-03-06,3403.39
2017-03-07,3387.46
2017-03-08,3385.12
2017-03-09,3389.62
2017-03-10,3409.89
2017-03-13,3416.27
2017-03-14,3415.49
2017-03-15,3399.43
2017-03-16,3409.32
2017-03-17,3439.96
2017-03-20,3448.41
2017-03-21,3437.48
2017-03-22,3429.62
2017-03-23,3420.7
2017-03-24,3452.18
2017-03-27,3444.15
2017-03-28,3437.14
2017-03-29,3465.07
2017-03-30,3475.27
2017-03-31,3481.58
2017-04-03,3500.93
2017-04-04,3472.94
2017-04-05,3481.66
2017-04-06,3472.58
2017-04-07,3489.57
2017-04-10,3495.8
2017-04-11,3480.44
2017-04-12,3470.04
2017-04-13,3468.51
2017-04-18,3448.26
2017-04-19,3409.78
2017-04-20,3420.99
2017-04-21,3440.03
2017-04-24,3440.27
2017-04-25,3577.38
2017-04-26,3583.16
2017-04-27,3578.71
2017-04-28,3563.29
2017-05-01,3559.59
2017-05-02,3559.59
2017-05-03,3578.21
2017-05-04,3586.25
2017-05-05,3627.88
2017-05-08,3658.79
2017-05-09,3642.11
2017-05-10,3649.08
2017-05-11,3645.74
2017-05-12,3623.55
2017-05-15,3637.52
2017-05-16,3641.88
2017-05-17,3641.89
2017-05-18,3584.83
2017-05-19,3562.22
2017-05-22,3587.01
2017-05-23,3576.53
2017-05-24,3595.03
2017-05-25,3586.62
2017-05-26,3584.55
2017-05-29,3579.02
2017-05-30,3578.95
2017-05-31,3561.22
2017-06-01,3554.59
2017-06-02,3567.02
2017-06-05,3591.82
2017-06-06,3579.55
2017-06-07,3554.18
2017-06-08,3548.84
2017-06-09,3563.88
2017-06-12,3586.07
2017-06-13,3543.95
2017-06-14,3557.87
2017-06-15,3547.15
2017-06-16,3525.46
2017-06-19,3543.88
2017-06-20,3579.58
2017-06-21,3560.66
2017-06-22,3554.35
2017-06-23,3555.76
2017-06-26,3543.68
2017-06-27,3561.76
2017-06-28,3538.32
2017-06-29,3535.7
2017-06-30,3471.33
2017-07-03,3441.88
2017-07-04,3491.81
2017-07-05,3479.47
2017-07-06,3478.41
2017-07-07,3462.06
2017-07-10,3463.84
2017-07-11,3478.06
2017-07-12,3464.48
2017-07-13,3515.23
2017-07-14,3527.83
2017-07-17,3525.94
2017-07-18,3516.35
2017-07-19,3478.68
2017-07-20,3500.28
2017-07-21,3499.49
2017-07-24,3451.71
2017-07-25,3453.17
2017-07-26,3473.54
2017-07-27,3491.19
2017-07-28,3493.14
2017-07-31,3467.73
2017-08-01,3449.36
2017-08-02,3477.39
2017-08-03,3459.32
2017-08-04,3466.37
2017-08-07,3507.41
2017-08-08,3505.8
2017-08-09,3515.63
2017-08-10,3468.45
2017-08-11,3433.54
2017-08-14,3406.34
2017-08-15,3450.66
2017-08-16,3461.91
2017-08-17,3484.57
2017-08-18,3461.97
2017-08-21,3446.03
2017-08-22,3423.53
2017-08-23,3455.59
2017-08-24,3438.63
2017-08-25,3444.73
2017-08-28,3438.55
2017-08-29,3421.03
2017-08-30,3388.22
2017-08-31,3403.71
2017-09-01,3421.47
2017-09-04,3443.88
2017-09-05,3429.98
2017-09-06,3420.86
2017-09-07,3433.8
2017-09-08,3447.66
2017-09-11,3447.69
2017-09-12,3495.19
2017-09-13,3512.56
2017-09-14,3523.14
2017-09-15,3526.48
2017-09-18,3515.55
2017-09-19,3526.74
2017-09-20,3531.18
2017-09-21,3525.55
2017-09-22,3539.59
2017-09-25,3541.42
2017-09-26,3537.81
2017-09-27,3536.38
2017-09-28,3555.17
2017-09-29,3563.64
2017-10-02,3594.85
2017-10-03,3602.69
2017-10-04,3605.73
2017-10-05,3594.91
2017-10-06,3613.54
2017-10-09,3603.32
2017-10-10,3610.5
2017-10-11,3598.79
2017-10-12,3607.39
2017-10-13,3605.54
2017-10-16,3604.55
2017-10-17,3606.27
2017-10-18,3607.77
2017-10-19,3619.65
2017-10-20,3602.08
2017-10-23,3605.09
2017-10-24,3608.87
2017-10-25,3610.69
2017-10-26,3591.46
2017-10-27,3637.2
2017-10-30,3652.23
2017-10-31,3662.18
2017-11-01,3673.95
2017-11-02,3697.4
2017-11-03,3688.8
2017-11-06,3689.96
2017-11-07,3682.36
2017-11-08,3658.77
2017-11-09,3655.04
2017-11-10,3612.5
2017-11-13,3593.76
2017-11-14,3574.52
2017-11-15,3556.38
2017-11-16,3545.72
2017-11-17,3564.8
2017-11-20,3547.46
2017-11-21,3561.41
2017-11-22,3579.32
2017-11-23,3562.65
2017-11-24,3572.07
2017-11-27,3581.23
2017-11-28,3564.02
2017-11-29,3583.49
2017-11-30,3589.91
2017-12-01,3569.93
2017-12-04,3527.55
2017-12-05,3576.22
2017-12-06,3570.57
2017-12-07,3561.57
2017-12-08,3573.13
2017-12-11,3591.45
2017-12-12,3582.21
2017-12-13,3600.35
2017-12-14,3581.75
2017-12-15,3556.22
2017-12-18,3560.53
2017-12-19,3609.42
2017-12-20,3582.22
2017-12-21,3552.65
2017-12-22,3570.78
2017-12-27,3553.39
2017-12-28,3550.17
2017-12-29,3524.31
2018-01-02,3503.96
2018-01-03,3490.19
2018-01-04,3509.88
2018-01-05,3568.88
2018-01-08,3607.63
2018-01-09,3616.45
2018-01-10,3622.87
2018-01-11,3609.83
2018-01-12,3595.24
2018-01-15,3612.61
2018-01-16,3611.81
2018-01-17,3622.01
2018-01-18,3612.78
2018-01-19,3620.91
2018-01-22,3649.07
2018-01-23,3665.28
2018-01-24,3672.29
2018-01-25,3643.22
2018-01-26,3630.15
2018-01-29,3647.41
2018-01-30,3643.04
2018-01-31,3606.75
2018-02-01,3609.29
2018-02-02,3577.35
2018-02-05,3523.28
2018-02-06,3478.77
2018-02-07,3394.92
2018-02-08,3454.52
2018-02-09,3377.3
2018-02-12,3325.99
2018-02-13,3368.25
2018-02-14,3340.93
2018-02-15,3369.83
2018-02-16,3389.63
2018-02-19,3426.8
2018-02-20,3407.79
2018-02-21,3435.08
2018-02-22,3430.16
2018-02-23,3431.99
2018-02-26,3441.46
2018-02-27,3463.18
2018-02-28,3458.03
2018-03-01,3438.96
2018-03-02,3399.16
2018-03-05,3324.75
2018-03-06,3355.32
2018-03-07,3357.86
2018-03-08,3377.36
2018-03-09,3413.28
2018-03-12,3420.54
2018-03-13,3429.48
2018-03-14,3397.35
2018-03-15,3390.98
2018-03-16,3414.13
2018-03-19,3437.4
2018-03-20,3394.79
2018-03-21,3412.08
2018-03-22,3401.04
2018-03-23,3348.19
2018-03-26,3298.07
2018-03-27,3278.72
2018-03-28,3316.95
2018-03-29,3331.25
2018-04-03,3361.5
2018-04-04,3346.93
2018-04-05,3340.35
2018-04-06,3429.95
2018-04-09,3408.1
2018-04-10,3414.85
2018-04-11,3438.78
2018-04-12,3419.71
2018-04-13,3443.97
2018-04-16,3448.0
2018-04-17,3441.04
2018-04-18,3477.91
2018-04-19,3490.89
2018-04-20,3486.6
2018-04-23,3494.2
2018-04-24,3513.06
2018-04-25,3510.88
2018-04-26,3485.83
2018-04-27,3506.03
2018-04-30,3518.78
2018-05-01,3536.52
2018-05-02,3536.26
2018-05-03,3553.79
2018-05-04,3529.12
2018-05-07,3550.59
2018-05-08,3564.19
2018-05-09,3557.88
2018-05-10,3569.74
2018-05-11,3569.71
2018-05-14,3565.52
2018-05-15,3565.74
2018-05-16,3564.29
2018-05-17,3562.85
2018-05-18,3592.18
2018-05-21,3573.76
2018-05-22,3572.57
2018-05-23,3587.25
2018-05-24,3541.82
2018-05-25,3521.76
2018-05-28,3515.36
2018-05-29,3482.64
2018-05-30,3428.14
2018-05-31,3441.19
2018-06-01,3406.65
2018-06-04,3453.54
2018-06-05,3469.57
2018-06-06,3456.79
2018-06-07,3460.82
2018-06-08,3459.77
2018-06-11,3447.3
2018-06-12,3480.22
2018-06-13,3475.58
2018-06-14,3479.56
2018-06-15,3527.11
2018-06-18,3505.02
2018-06-19,3466.65
2018-06-20,3435.3
2018-06-21,3439.6
2018-06-22,3403.51
2018-06-25,3441.6
2018-06-26,3369.21
2018-06-27,3368.72
2018-06-28,3397.13
2018-06-29,3365.52
2018-07-02,3395.6
2018-07-03,3372.21
2018-07-04,3406.34
2018-07-05,3412.03
2018-07-06,3440.92
2018-07-09,3448.49
2018-07-10,3460.44
2018-07-11,3473.31
2018-07-12,3422.35
2018-07-13,3445.49
2018-07-16,3454.54
2018-07-17,3449.08
2018-07-18,3457.5
2018-07-19,3485.08
2018-07-20,3471.64
2018-07-23,3460.03
2018-07-24,3454.05
2018-07-25,3483.31
2018-07-26,3468.45
2018-07-27,3509.26
2018-07-30,3527.18
2018-07-31,3512.31
2018-08-01,3525.49
2018-08-02,3509.23
2018-08-03,3469.21
2018-08-06,3482.4
2018-08-07,3483.3
2018-08-08,3504.37
2018-08-09,3493.6
2018-08-10,3494.13
2018-08-13,3426.28
2018-08-14,3409.68
2018-08-15,3409.44
2018-08-16,3359.08
2018-08-17,3377.56
2018-08-20,3372.94
2018-08-21,3393.67
2018-08-22,3411.66
2018-08-23,3420.18
2018-08-24,3419.26
2018-08-27,3427.44
2018-08-28,3456.01
2018-08-29,3447.57
2018-08-30,3456.13
2018-08-31,3430.99
2018-09-03,3392.9
2018-09-04,3394.99
2018-09-05,3359.36
2018-09-06,3315.62
2018-09-07,3295.95
2018-09-10,3293.36
2018-09-11,3309.28
2018-09-12,3311.66
2018-09-13,3326.6
2018-09-14,3333.68
2018-09-17,3344.63
2018-09-18,3346.11
2018-09-19,3358.46
2018-09-20,3368.56
2018-09-21,3403.12
2018-09-24,3430.81
2018-09-25,3410.44
2018-09-26,3419.78
2018-09-27,3433.15
2018-09-28,3449.79
2018-10-01,3399.2
2018-10-02,3414.16
2018-10-03,3388.99
2018-10-04,3405.48
2018-10-05,3375.08
2018-10-08,3345.51
2018-10-09,3309.72
2018-10-10,3321.79
2018-10-11,3266.9
2018-10-12,3209.19
2018-10-15,3194.41
2018-10-16,3210.37
2018-10-17,3257.34
2018-10-18,3243.08
2018-10-19,3211.59
2018-10-22,3210.82
2018-10-23,3190.09
2018-10-24,3140.94
2018-10-25,3130.33
2018-10-26,3164.4
2018-10-29,3134.89
2018-10-30,3154.93
2018-10-31,3147.13
2018-11-01,3197.51
2018-11-02,3204.21
2018-11-05,3214.41
2018-11-06,3217.37
2018-11-07,3207.42
2018-11-08,3246.16
2018-11-09,3237.6
2018-11-12,3229.49
2018-11-13,3194.08
2018-11-14,3224.82
2018-11-15,3205.36
2018-11-16,3190.31
2018-11-19,3180.74
2018-11-20,3160.33
2018-11-21,3116.07
2018-11-22,3153.91
2018-11-23,3126.67
2018-11-26,3137.21
2018-11-27,3172.71
2018-11-28,3166.42
2018-11-29,3168.29
2018-11-30,3174.16
2018-12-03,3173.13
2018-12-04,3214.99
2018-12-05,3189.25
2018-12-06,3150.27
2018-12-07,3045.94
2018-12-10,3058.53
2018-12-11,3016.99
2018-12-12,3055.32
2018-12-13,3107.97
2018-12-14,3112.17
2018-12-17,3092.6
2018-12-18,3063.65
2018-12-19,3040.13
2018-12-20,3051.38
2018-12-21,3000.06
2018-12-24,3000.61
2018-12-27,2973.78
2018-12-28,2937.36
2018-12-31,2986.53
2019-01-02,3001.42
2019-01-03,2993.18
2019-01-04,2954.66
2019-01-07,3041.85
2019-01-08,3033.64
2019-01-09,3054.94
2019-01-10,3070.24
2019-01-11,3075.73
2019-01-14,3070.04
2019-01-15,3055.18
2019-01-16,3068.05
2019-01-17,3077.22
2019-01-18,3069.35
2019-01-21,3134.92
2019-01-22,3125.07
2019-01-23,3112.8
2019-01-24,3112.13
2019-01-25,3126.31
2019-01-28,3163.24
2019-01-29,3137.27
