Index,UKX
2014-07-22,6728.44
2014-07-23,6795.34
2014-07-24,6798.15
2014-07-25,6821.46
2014-07-28,6791.55
2014-07-29,6788.07
2014-07-30,6807.75
2014-07-31,6773.44
2014-08-01,6730.11
2014-08-04,6679.18
2014-08-05,6677.52
2014-08-06,6682.48
2014-08-07,6636.16
2014-08-08,6597.37
2014-08-11,6567.36
2014-08-12,6632.82
2014-08-13,6632.42
2014-08-14,6656.68
2014-08-15,6685.26
2014-08-18,6689.08
2014-08-19,6741.25
2014-08-20,6779.31
2014-08-21,6755.48
2014-08-22,6777.66
2014-08-25,6775.25
2014-08-26,
2014-08-27,6822.76
2014-08-28,6830.66
2014-08-29,6805.8
2014-09-01,6819.75
2014-09-02,6825.31
2014-09-03,6829.17
2014-09-04,6873.58
2014-09-05,6877.97
2014-09-08,6855.1
2014-09-09,6834.77
2014-09-10,6829.0
2014-09-11,6830.11
2014-09-12,6799.62
2014-09-15,6806.96
2014-09-16,6804.21
2014-09-17,6792.24
2014-09-18,6780.9
2014-09-19,6819.29
2014-09-22,6837.92
2014-09-23,6773.63
2014-09-24,6676.08
2014-09-25,6706.27
2014-09-26,6639.71
2014-09-29,6649.39
2014-09-30,6646.6
2014-10-01,6622.72
2014-10-02,6557.52
2014-10-03,6446.39
2014-10-06,6527.91
2014-10-07,6563.65
2014-10-08,6495.58
2014-10-09,6482.24
2014-10-10,6431.85
2014-10-13,6339.97
2014-10-14,6366.24
2014-10-15,6392.68
2014-10-16,6211.64
2014-10-17,6195.91
2014-10-20,6310.29
2014-10-21,6267.07
2014-10-22,6372.33
2014-10-23,6399.73
2014-10-24,6419.15
2014-10-27,6388.73
2014-10-28,6363.46
2014-10-29,6402.17
2014-10-30,6453.87
2014-10-31,6463.55
2014-11-03,6546.47
2014-11-04,6487.97
2014-11-05,6453.97
2014-11-06,6539.14
2014-11-07,6551.15
2014-11-10,6567.24
2014-11-11,6611.25
2014-11-12,6627.4
2014-11-13,6611.04
2014-11-14,6635.45
2014-11-17,6654.37
2014-11-18,6671.97
2014-11-19,6709.13
2014-11-20,6696.6
2014-11-21,6678.9
2014-11-24,6750.76
2014-11-25,6729.79
2014-11-26,6731.14
2014-11-27,6729.17
2014-11-28,6723.42
2014-12-01,6722.62
2014-12-02,6656.37
2014-12-03,6742.1
2014-12-04,6716.63
2014-12-05,6679.37
2014-12-08,6742.84
2014-12-09,6672.15
2014-12-10,6529.47
2014-12-11,6500.04
2014-12-12,6461.7
2014-12-15,6300.63
2014-12-16,6182.72
2014-12-17,6331.83
2014-12-18,6336.48
2014-12-19,6466.0
2014-12-22,6545.27
2014-12-23,6576.74
2014-12-24,6598.18
2014-12-29,6609.93
2014-12-30,6633.51
2014-12-31,6547.0
2015-01-02,6566.09
2015-01-05,6547.8
2015-01-06,6417.16
2015-01-07,6366.51
2015-01-08,6419.83
2015-01-09,6569.96
2015-01-12,6501.14
2015-01-13,6501.42
2015-01-14,6542.2
2015-01-15,6388.46
2015-01-16,6498.78
2015-01-19,6550.27
2015-01-20,6585.53
2015-01-21,6620.1
2015-01-22,6728.04
2015-01-23,6796.63
2015-01-26,6832.83
2015-01-27,6852.4
2015-01-28,6811.61
2015-01-29,6825.94
2015-01-30,6810.6
2015-02-02,6749.4
2015-02-03,6782.55
2015-02-04,6871.8
2015-02-05,6860.02
2015-02-06,6865.93
2015-02-09,6853.44
2015-02-10,6837.15
2015-02-11,6829.12
2015-02-12,6818.17
2015-02-13,6828.11
2015-02-16,6873.52
2015-02-17,6857.05
2015-02-18,6898.13
2015-02-19,6898.08
2015-02-20,6888.9
2015-02-23,6915.2
2015-02-24,6912.16
2015-02-25,6949.63
2015-02-26,6935.38
2015-02-27,6949.73
2015-03-02,6946.66
2015-03-03,6940.64
2015-03-04,6889.13
2015-03-05,6919.24
2015-03-06,6961.14
2015-03-09,6911.8
2015-03-10,6876.47
2015-03-11,6702.84
2015-03-12,6721.51
2015-03-13,6761.07
2015-03-16,6740.58
2015-03-17,6804.08
2015-03-18,6837.61
2015-03-19,6945.2
2015-03-20,6962.32
2015-03-23,7022.51
2015-03-24,7037.67
2015-03-25,7019.68
2015-03-26,6990.97
2015-03-27,6895.33
2015-03-30,6855.02
2015-03-31,6891.43
2015-04-01,6773.04
2015-04-02,6809.5
2015-04-06,6833.46
2015-04-07,
2015-04-08,6961.77
2015-04-09,6937.41
2015-04-10,7015.36
2015-04-13,7089.77
2015-04-14,7064.3
2015-04-15,7075.26
2015-04-16,7096.78
2015-04-17,7060.45
2015-04-20,6994.63
2015-04-21,7052.13
2015-04-22,7062.93
2015-04-23,7028.24
2015-04-24,7053.67
2015-04-27,7070.7
2015-04-28,7103.98
2015-04-29,7030.53
2015-04-30,6946.28
2015-05-01,6960.63
2015-05-04,6985.95
2015-05-05,
2015-05-06,6927.58
2015-05-07,6933.74
2015-05-08,6886.95
2015-05-11,7046.82
2015-05-12,7029.85
2015-05-13,6933.8
2015-05-14,6949.63
2015-05-15,6973.04
2015-05-18,6960.49
2015-05-19,6968.87
2015-05-20,6995.1
2015-05-21,7007.26
2015-05-22,7013.47
2015-05-26,7031.72
2015-05-27,6948.99
2015-05-28,7033.33
2015-05-29,7040.92
2015-06-01,6984.43
2015-06-02,6953.58
2015-06-03,6928.27
2015-06-04,6950.46
2015-06-05,6859.24
2015-06-08,6804.6
2015-06-09,6790.04
2015-06-10,6753.8
2015-06-11,6830.27
2015-06-12,6846.74
2015-06-15,6784.92
2015-06-16,6710.52
2015-06-17,6710.1
2015-06-18,6680.55
2015-06-19,6707.88
2015-06-22,6710.45
2015-06-23,6825.67
2015-06-24,6834.87
2015-06-25,6844.8
2015-06-26,6807.82
2015-06-29,6753.7
2015-06-30,6620.48
2015-07-01,6520.98
2015-07-02,6608.59
2015-07-03,6630.47
2015-07-06,6585.78
2015-07-07,6535.68
2015-07-08,6432.21
2015-07-09,6490.7
2015-07-10,6581.63
2015-07-13,6673.38
2015-07-14,6737.95
2015-07-15,6753.75
2015-07-16,6753.75
2015-07-17,6796.45
2015-07-20,6775.08
2015-07-21,6788.69
2015-07-22,6769.07
2015-07-23,6667.34
2015-07-24,6655.01
2015-07-27,6579.81
2015-07-28,6505.13
2015-07-29,6555.28
2015-07-30,6631.0
2015-07-31,6668.87
2015-08-03,6696.28
2015-08-04,6688.62
2015-08-05,6686.57
2015-08-06,6752.41
2015-08-07,6747.09
2015-08-10,6718.49
2015-08-11,6736.22
2015-08-12,6664.54
2015-08-13,6571.19
2015-08-14,6568.33
2015-08-17,6550.74
2015-08-18,6550.3
2015-08-19,6526.29
2015-08-20,6403.45
2015-08-21,6367.89
2015-08-24,6187.65
2015-08-25,5898.87
2015-08-26,6081.34
2015-08-27,5979.2
2015-08-28,6192.03
2015-08-31,6247.94
2015-09-01,
2015-09-02,6058.54
2015-09-03,6083.31
2015-09-04,6194.1
2015-09-07,6042.92
2015-09-08,6074.52
2015-09-09,6146.1
2015-09-10,6229.01
2015-09-11,6155.81
2015-09-14,6117.76
2015-09-15,6084.59
2015-09-16,6137.6
2015-09-17,6229.21
2015-09-18,6186.99
2015-09-21,6104.11
2015-09-22,6108.71
2015-09-23,5935.84
2015-09-24,6032.24
2015-09-25,5961.49
2015-09-28,6109.01
2015-09-29,5958.86
2015-09-30,5909.24
2015-10-01,6061.61
2015-10-02,6072.47
2015-10-05,6129.98
2015-10-06,6298.92
2015-10-07,6326.16
2015-10-08,6336.35
2015-10-09,6374.82
2015-10-12,6416.16
2015-10-13,6371.18
2015-10-14,6342.28
2015-10-15,6269.61
2015-10-16,6338.67
2015-10-19,6378.04
2015-10-20,6352.33
2015-10-21,6345.13
2015-10-22,6348.42
2015-10-23,6376.28
2015-10-26,6444.08
2015-10-27,6417.02
2015-10-28,6365.27
2015-10-29,6437.8
2015-10-30,6395.8
2015-11-02,6361.09
2015-11-03,6361.8
2015-11-04,6383.61
2015-11-05,6412.88
2015-11-06,6364.9
2015-11-09,6353.83
2015-11-10,6295.16
2015-11-11,6275.28
2015-11-12,6297.2
2015-11-13,6178.68
2015-11-16,6118.28
2015-11-17,6146.38
2015-11-18,6268.76
2015-11-19,6278.97
2015-11-20,6329.93
2015-11-23,6334.63
2015-11-24,6305.49
2015-11-25,6277.23
2015-11-26,6337.64
2015-11-27,6393.13
2015-11-30,6375.15
2015-12-01,6356.09
2015-12-02,6395.65
2015-12-03,6420.93
2015-12-04,6275.0
2015-12-07,6238.29
2015-12-08,6223.52
2015-12-09,6135.22
2015-12-10,6126.68
2015-12-11,6088.05
2015-12-14,5952.78
2015-12-15,5874.06
2015-12-16,6017.79
2015-12-17,6061.19
2015-12-18,6102.54
2015-12-21,6052.42
2015-12-22,6034.84
2015-12-23,6083.1
2015-12-24,6240.98
2015-12-28,6254.64
2015-12-29,
2015-12-30,6314.57
2015-12-31,6274.05
2016-01-04,6242.32
2016-01-05,6093.43
2016-01-06,6137.24
2016-01-07,6073.38
2016-01-08,5954.08
2016-01-11,5912.44
2016-01-12,5871.83
2016-01-13,5929.24
2016-01-14,5960.97
2016-01-15,5918.23
2016-01-18,5804.1
2016-01-19,5779.92
2016-01-20,5876.8
2016-01-21,5673.58
2016-01-22,5773.79
2016-01-25,5900.01
2016-01-26,5877.0
2016-01-27,5911.46
2016-01-28,5990.37
2016-01-29,5931.78
2016-02-01,6083.79
2016-02-02,6060.1
2016-02-03,5922.01
2016-02-04,5837.14
2016-02-05,5898.76
2016-02-08,5848.06
2016-02-09,5689.36
2016-02-10,5632.19
2016-02-11,5672.3
2016-02-12,5536.97
2016-02-15,5707.6
2016-02-16,5824.28
2016-02-17,5862.17
2016-02-18,6030.32
2016-02-19,5971.95
2016-02-22,5950.23
2016-02-23,6037.73
2016-02-24,5962.31
2016-02-25,5867.18
2016-02-26,6012.81
2016-02-29,6096.01
2016-03-01,6097.09
2016-03-02,6152.88
2016-03-03,6147.06
2016-03-04,6130.46
2016-03-07,6199.43
2016-03-08,6182.4
2016-03-09,6125.44
2016-03-10,6146.32
2016-03-11,6036.7
2016-03-14,6139.79
2016-03-15,6174.57
2016-03-16,6139.97
2016-03-17,6175.49
2016-03-18,6201.12
2016-03-21,6189.64
2016-03-22,6184.58
2016-03-23,6192.74
2016-03-24,6199.11
2016-03-29,6106.48
2016-03-30,6105.9
2016-03-31,6203.17
2016-04-01,6174.9
2016-04-04,6146.05
2016-04-05,6164.72
2016-04-06,6091.23
2016-04-07,6161.63
2016-04-08,6136.89
2016-04-11,6204.41
2016-04-12,6200.12
2016-04-13,6242.39
2016-04-14,6362.89
2016-04-15,6365.1
2016-04-18,6343.75
2016-04-19,6353.52
2016-04-20,6405.35
2016-04-21,6410.26
2016-04-22,6381.44
2016-04-25,6310.44
2016-04-26,6260.92
2016-04-27,6284.52
2016-04-28,6319.91
2016-04-29,6322.4
2016-05-02,6241.89
2016-05-03,
2016-05-04,6185.59
2016-05-05,6112.02
2016-05-06,6117.25
2016-05-09,6125.7
2016-05-10,6114.81
2016-05-11,6156.65
2016-05-12,6162.49
2016-05-13,6104.19
2016-05-16,6138.5
2016-05-17,6151.4
2016-05-18,6167.77
2016-05-19,6165.8
2016-05-20,6053.35
2016-05-23,6156.32
2016-05-24,6136.43
2016-05-25,6219.26
2016-05-26,6262.85
2016-05-27,6265.65
2016-05-30,6270.79
2016-05-31,
2016-06-01,6230.79
2016-06-02,6191.93
2016-06-03,6185.61
2016-06-06,6209.63
2016-06-07,6273.4
2016-06-08,6284.53
2016-06-09,6301.52
2016-06-10,6231.89
2016-06-13,6115.76
2016-06-14,6044.97
2016-06-15,5923.53
2016-06-16,5966.8
2016-06-17,5950.48
2016-06-20,6021.09
2016-06-21,6204.0
2016-06-22,6226.55
2016-06-23,6261.19
2016-06-24,6338.1
2016-06-27,6138.69
2016-06-28,5982.2
2016-06-29,6140.39
2016-06-30,6360.06
2016-07-01,6504.33
2016-07-04,6577.83
2016-07-05,6522.26
2016-07-06,6545.37
2016-07-07,6463.59
2016-07-08,6533.79
2016-07-11,6590.64
2016-07-12,6682.86
2016-07-13,6680.69
2016-07-14,6670.4
2016-07-15,6654.47
2016-07-18,6669.24
2016-07-19,6695.42
2016-07-20,6697.37
2016-07-21,6728.99
2016-07-22,6699.89
2016-07-25,6730.48
2016-07-26,6710.13
2016-07-27,6724.03
2016-07-28,6750.43
2016-07-29,6721.06
2016-08-01,6724.43
2016-08-02,6693.95
2016-08-03,6645.4
2016-08-04,6634.4
2016-08-05,6740.16
2016-08-08,6793.47
2016-08-09,6809.13
2016-08-10,6851.3
2016-08-11,6866.42
2016-08-12,6914.71
2016-08-15,6916.02
2016-08-16,6941.19
2016-08-17,6893.92
2016-08-18,6859.15
2016-08-19,6868.96
2016-08-22,6858.95
2016-08-23,6828.54
2016-08-24,6868.51
2016-08-25,6835.78
2016-08-26,6816.9
2016-08-29,6838.05
2016-08-30,
2016-08-31,6820.79
2016-09-01,6781.51
2016-09-02,6745.97
2016-09-05,6894.6
2016-09-06,6879.42
2016-09-07,6826.05
2016-09-08,6846.58
2016-09-09,6858.7
2016-09-12,6776.95
2016-09-13,6700.9
2016-09-14,6665.63
2016-09-15,6673.31
2016-09-16,6730.3
2016-09-19,6710.28
2016-09-20,6813.55
2016-09-21,6830.79
2016-09-22,6834.77
2016-09-23,6911.4
2016-09-26,6909.43
2016-09-27,6818.04
2016-09-28,6807.67
2016-09-29,6849.38
2016-09-30,6919.42
2016-10-03,6899.33
2016-10-04,6983.52
2016-10-05,7074.34
2016-10-06,7033.25
2016-10-07,6999.96
2016-10-10,7044.39
2016-10-11,7097.5
2016-10-12,7070.88
2016-10-13,7024.01
2016-10-14,6977.74
2016-10-17,7013.55
2016-10-18,6947.55
2016-10-19,7000.06
2016-10-20,7021.92
2016-10-21,7026.9
2016-10-24,7020.47
2016-10-25,6986.4
2016-10-26,7017.64
2016-10-27,6958.09
2016-10-28,6986.57
2016-10-31,6996.26
2016-11-01,6954.22
2016-11-02,6917.14
2016-11-03,6845.42
2016-11-04,6790.51
2016-11-07,6693.26
2016-11-08,6806.9
2016-11-09,6843.13
2016-11-10,6911.84
2016-11-11,6827.98
2016-11-14,6730.43
2016-11-15,6753.18
2016-11-16,6792.74
2016-11-17,6749.72
2016-11-18,6794.71
2016-11-21,6775.77
2016-11-22,6777.96
2016-11-23,6819.72
2016-11-24,6817.71
2016-11-25,6829.2
2016-11-28,6840.75
2016-11-29,6799.47
2016-11-30,6772.0
2016-12-01,6783.79
2016-12-02,6752.93
2016-12-05,6730.72
2016-12-06,6746.83
2016-12-07,6779.84
2016-12-08,6902.23
2016-12-09,6931.55
2016-12-12,6954.21
2016-12-13,6890.42
2016-12-14,6968.57
2016-12-15,6949.19
2016-12-16,6999.01
2016-12-19,7011.64
2016-12-20,7017.16
2016-12-21,7043.96
2016-12-22,7041.42
2016-12-23,7063.68
2016-12-27,7068.17
2016-12-28,
2016-12-29,7106.08
2016-12-30,7120.26
2017-01-02,7142.83
2017-01-03,
2017-01-04,7177.89
2017-01-05,7189.74
2017-01-06,7195.31
2017-01-09,7210.05
2017-01-10,7237.77
2017-01-11,7275.47
2017-01-12,7290.49
2017-01-13,7292.37
2017-01-16,7337.81
2017-01-17,7327.13
2017-01-18,7220.38
2017-01-19,7247.61
2017-01-20,7208.44
2017-01-23,7198.44
2017-01-24,7151.18
2017-01-25,7150.34
2017-01-26,7164.43
2017-01-27,7161.49
2017-01-30,7184.49
2017-01-31,7118.48
2017-02-01,7099.15
2017-02-02,7107.65
2017-02-03,7140.75
2017-02-06,7188.3
2017-02-07,7172.15
2017-02-08,7186.22
2017-02-09,7188.82
2017-02-10,7229.5
2017-02-13,7258.75
2017-02-14,7278.92
2017-02-15,7268.56
2017-02-16,7302.41
2017-02-17,7277.92
2017-02-20,7299.96
2017-02-21,7299.86
2017-02-22,7274.83
2017-02-23,7302.25
2017-02-24,7271.37
2017-02-27,7243.7
2017-02-28,7253.0
2017-03-01,7263.44
2017-03-02,7382.9
2017-03-03,7382.35
2017-03-06,7374.26
2017-03-07,7350.12
2017-03-08,7338.99
2017-03-09,7334.61
2017-03-10,7314.96
2017-03-13,7343.08
2017-03-14,7367.08
2017-03-15,7357.85
2017-03-16,7368.64
2017-03-17,7415.95
2017-03-20,7424.96
2017-03-21,7429.81
2017-03-22,7378.34
2017-03-23,7324.72
2017-03-24,7340.71
2017-03-27,7336.82
2017-03-28,7293.5
2017-03-29,7343.42
2017-03-30,7373.72
2017-03-31,7369.52
2017-04-03,7322.92
2017-04-04,7282.69
2017-04-05,7321.82
2017-04-06,7331.68
2017-04-07,7303.2
2017-04-10,7349.37
2017-04-11,7348.94
2017-04-12,7365.5
2017-04-13,7348.99
2017-04-17,7327.59
2017-04-18,
2017-04-19,7147.5
2017-04-20,7114.36
2017-04-21,7118.54
2017-04-24,7114.55
2017-04-25,7264.68
2017-04-26,7275.64
2017-04-27,7288.72
2017-04-28,7237.17
2017-05-01,7203.94
2017-05-02,
2017-05-03,7250.05
2017-05-04,7234.53
2017-05-05,7248.1
2017-05-08,7297.43
2017-05-09,7300.86
2017-05-10,7342.21
2017-05-11,7385.24
2017-05-12,7386.63
2017-05-15,7435.39
2017-05-16,7454.37
2017-05-17,7522.03
2017-05-18,7503.47
2017-05-19,7436.42
2017-05-22,7470.71
2017-05-23,7496.34
2017-05-24,7485.29
2017-05-25,7514.9
2017-05-26,7517.71
2017-05-29,7547.63
2017-05-30,
2017-05-31,7526.51
2017-06-01,7519.95
2017-06-02,7543.77
2017-06-05,7547.63
2017-06-06,7525.76
2017-06-07,7524.95
2017-06-08,7478.62
2017-06-09,7449.98
2017-06-12,7527.33
2017-06-13,7511.87
2017-06-14,7500.44
2017-06-15,7474.4
2017-06-16,7419.36
2017-06-19,7463.54
2017-06-20,7523.81
2017-06-21,7472.71
2017-06-22,7447.79
2017-06-23,7439.29
2017-06-26,7424.13
2017-06-27,7446.8
2017-06-28,7434.36
2017-06-29,7387.8
2017-06-30,7350.32
2017-07-03,7312.72
2017-07-04,7377.09
2017-07-05,7357.23
2017-07-06,7367.6
2017-07-07,7337.28
2017-07-10,7350.92
2017-07-11,7370.03
2017-07-12,7329.76
2017-07-13,7416.93
2017-07-14,7413.44
2017-07-17,7378.39
2017-07-18,7404.13
2017-07-19,7390.22
2017-07-20,7430.91
2017-07-21,7487.87
2017-07-24,7452.91
2017-07-25,7377.73
2017-07-26,7434.82
2017-07-27,7452.32
2017-07-28,7443.01
2017-07-31,7368.37
2017-08-01,7372.0
2017-08-02,7423.66
2017-08-03,7411.43
2017-08-04,7474.77
2017-08-07,7511.71
2017-08-08,7531.94
2017-08-09,7542.73
2017-08-10,7498.06
2017-08-11,7389.94
2017-08-14,7309.96
2017-08-15,7353.89
2017-08-16,7383.85
2017-08-17,7433.03
2017-08-18,7387.87
2017-08-21,7323.98
2017-08-22,7318.88
2017-08-23,7381.74
2017-08-24,7382.65
2017-08-25,7407.06
2017-08-28,7401.46
2017-08-29,
2017-08-30,7337.43
2017-08-31,7365.26
2017-09-01,7430.62
2017-09-04,7438.5
2017-09-05,7411.47
2017-09-06,7372.92
2017-09-07,7354.13
2017-09-08,7396.98
2017-09-11,7377.6
2017-09-12,7413.59
2017-09-13,7400.69
2017-09-14,7379.7
2017-09-15,7295.39
2017-09-18,7215.47
2017-09-19,7253.28
2017-09-20,7275.25
2017-09-21,7271.95
2017-09-22,7263.9
2017-09-25,7310.64
2017-09-26,7301.29
2017-09-27,7285.74
2017-09-28,7313.51
2017-09-29,7322.82
2017-10-02,7372.76
2017-10-03,7438.84
2017-10-04,7468.11
2017-10-05,7467.58
2017-10-06,7507.99
2017-10-09,7522.87
2017-10-10,7507.89
2017-10-11,7538.27
2017-10-12,7533.81
2017-10-13,7556.24
2017-10-16,7535.44
2017-10-17,7526.97
2017-10-18,7516.17
2017-10-19,7542.87
2017-10-20,7523.04
2017-10-23,7523.23
2017-10-24,7524.45
2017-10-25,7526.54
2017-10-26,7447.21
2017-10-27,7486.5
2017-10-30,7505.03
2017-10-31,7487.81
2017-11-01,7493.08
2017-11-02,7487.96
2017-11-03,7555.32
2017-11-06,7560.35
2017-11-07,7562.28
2017-11-08,7513.11
2017-11-09,7529.72
2017-11-10,7484.1
2017-11-13,7432.99
2017-11-14,7415.18
2017-11-15,7414.42
2017-11-16,7372.61
2017-11-17,7386.94
2017-11-20,7380.68
2017-11-21,7389.46
2017-11-22,7411.34
2017-11-23,7419.02
2017-11-24,7417.24
2017-11-27,7409.64
2017-11-28,7383.9
2017-11-29,7460.65
2017-11-30,7393.56
2017-12-01,7326.67
2017-12-04,7300.49
2017-12-05,7338.97
2017-12-06,7327.5
2017-12-07,7348.03
2017-12-08,7320.75
2017-12-11,7393.96
2017-12-12,7453.48
2017-12-13,7500.41
2017-12-14,7496.51
2017-12-15,7448.12
2017-12-18,7490.57
2017-12-19,7537.01
2017-12-20,7544.09
2017-12-21,7525.22
2017-12-22,7603.98
2017-12-27,7592.66
2017-12-28,7620.68
2017-12-29,7622.88
2018-01-02,7687.77
2018-01-03,7648.1
2018-01-04,7671.11
2018-01-05,7695.88
2018-01-08,7724.22
2018-01-09,7696.51
2018-01-10,7731.02
2018-01-11,7748.51
2018-01-12,7762.94
2018-01-15,7778.64
2018-01-16,7769.14
2018-01-17,7755.93
2018-01-18,7725.43
2018-01-19,7700.96
2018-01-22,7730.79
2018-01-23,7715.44
2018-01-24,7731.83
2018-01-25,7643.43
2018-01-26,7615.84
2018-01-29,7665.54
2018-01-30,7671.53
2018-01-31,7587.98
2018-02-01,7533.55
2018-02-02,7490.39
2018-02-05,7443.43
2018-02-06,7334.98
2018-02-07,7141.4
2018-02-08,7279.42
2018-02-09,7170.69
2018-02-12,7092.43
2018-02-13,7177.06
2018-02-14,7168.01
2018-02-15,7213.97
2018-02-16,7234.81
2018-02-19,7294.7
2018-02-20,7247.66
2018-02-21,7246.77
2018-02-22,7281.57
2018-02-23,7252.39
2018-02-26,7244.41
2018-02-27,7289.58
2018-02-28,7282.45
2018-03-01,7231.91
2018-03-02,7175.64
2018-03-05,7069.9
2018-03-06,7115.98
2018-03-07,7146.75
2018-03-08,7157.84
2018-03-09,7203.24
2018-03-12,7224.51
2018-03-13,7214.76
2018-03-14,7138.78
2018-03-15,7132.69
2018-03-16,7139.76
2018-03-19,7164.14
2018-03-20,7042.93
2018-03-21,7061.27
2018-03-22,7038.97
2018-03-23,6952.59
2018-03-26,6921.94
2018-03-27,6888.69
2018-03-28,7000.14
2018-03-29,7044.74
2018-04-03,7056.61
2018-04-04,7030.46
2018-04-05,7034.01
2018-04-06,7199.5
2018-04-09,7183.64
2018-04-10,7194.75
2018-04-11,7266.75
2018-04-12,7257.14
2018-04-13,7258.34
2018-04-16,7264.56
2018-04-17,7198.2
2018-04-18,7226.05
2018-04-19,7317.34
2018-04-20,7328.92
2018-04-23,7368.17
2018-04-24,7398.87
2018-04-25,7425.4
2018-04-26,7379.32
2018-04-27,7421.43
2018-04-30,7502.21
2018-05-01,7509.3
2018-05-02,7520.36
2018-05-03,7543.2
2018-05-04,7502.69
2018-05-08,7567.14
2018-05-09,7565.75
2018-05-10,7662.52
2018-05-11,7700.97
2018-05-14,7724.55
2018-05-15,7710.98
2018-05-16,7722.98
2018-05-17,7734.2
2018-05-18,7787.97
2018-05-21,7778.79
2018-05-22,7859.17
2018-05-23,7877.45
2018-05-24,7788.44
2018-05-25,7716.74
2018-05-29,7730.28
2018-05-30,7632.64
2018-05-31,7689.57
2018-06-01,7678.2
2018-06-04,7701.77
2018-06-05,7741.29
2018-06-06,7686.8
2018-06-07,7712.37
2018-06-08,7704.4
2018-06-11,7681.07
2018-06-12,7737.43
2018-06-13,7703.81
2018-06-14,7703.71
2018-06-15,7765.79
2018-06-18,7633.91
2018-06-19,7631.33
2018-06-20,7603.85
2018-06-21,7627.4
2018-06-22,7556.44
2018-06-25,7682.27
2018-06-26,7509.84
2018-06-27,7537.92
2018-06-28,7621.69
2018-06-29,7615.63
2018-07-02,7636.93
2018-07-03,7547.85
2018-07-04,7593.29
2018-07-05,7573.09
2018-07-06,7603.22
2018-07-09,7617.7
2018-07-10,7687.99
2018-07-11,7692.04
2018-07-12,7591.96
2018-07-13,7651.33
2018-07-16,7661.87
2018-07-17,7600.45
2018-07-18,7626.33
2018-07-19,7676.28
2018-07-20,7683.97
2018-07-23,7678.79
2018-07-24,7655.79
2018-07-25,7709.05
2018-07-26,7658.26
2018-07-27,7663.17
2018-07-30,7701.31
2018-07-31,7700.85
2018-08-01,7748.76
2018-08-02,7652.91
2018-08-03,7575.93
2018-08-06,7659.1
2018-08-07,7663.78
2018-08-08,7718.48
2018-08-09,7776.65
2018-08-10,7741.77
2018-08-13,7667.01
2018-08-14,7642.45
2018-08-15,7611.64
2018-08-16,7497.87
2018-08-17,7556.38
2018-08-20,7558.59
2018-08-21,7591.26
2018-08-22,7565.7
2018-08-23,7574.24
2018-08-24,7563.22
2018-08-27,7577.49
2018-08-28,
2018-08-29,7617.22
2018-08-30,7563.21
2018-08-31,7516.03
2018-09-03,7432.42
2018-09-04,7504.6
2018-09-05,7457.86
2018-09-06,7383.28
2018-09-07,7318.96
2018-09-10,7277.7
2018-09-11,7279.3
2018-09-12,7273.54
2018-09-13,7313.36
2018-09-14,7281.57
2018-09-17,7304.04
2018-09-18,7302.1
2018-09-19,7300.23
2018-09-20,7331.12
2018-09-21,7367.32
2018-09-24,7490.23
2018-09-25,7458.41
2018-09-26,7507.56
2018-09-27,7511.49
2018-09-28,7545.44
2018-10-01,7510.2
2018-10-02,7495.67
2018-10-03,7474.55
2018-10-04,7510.28
2018-10-05,7418.34
2018-10-08,7318.54
2018-10-09,7233.33
2018-10-10,7237.59
2018-10-11,7145.74
2018-10-12,7006.93
2018-10-15,6995.91
2018-10-16,7029.22
2018-10-17,7059.4
2018-10-18,7054.6
2018-10-19,7026.99
2018-10-22,7049.8
2018-10-23,7042.8
2018-10-24,6955.21
2018-10-25,6962.98
2018-10-26,7004.1
2018-10-29,6939.56
2018-10-30,7026.32
2018-10-31,7035.85
2018-11-01,7128.1
2018-11-02,7114.66
2018-11-05,7094.12
2018-11-06,7103.84
2018-11-07,7040.68
2018-11-08,7117.28
2018-11-09,7140.68
2018-11-12,7105.34
2018-11-13,7053.08
2018-11-14,7053.76
2018-11-15,7033.79
2018-11-16,7038.01
2018-11-19,7013.88
2018-11-20,7000.89
2018-11-21,6947.92
2018-11-22,7050.23
2018-11-23,6960.32
2018-11-26,6952.86
2018-11-27,7036.0
2018-11-28,7016.85
2018-11-29,7004.52
2018-11-30,7038.95
2018-12-03,6980.24
2018-12-04,7062.41
2018-12-05,7022.76
2018-12-06,6921.84
2018-12-07,6704.05
2018-12-10,6778.11
2018-12-11,6721.54
2018-12-12,6806.94
2018-12-13,6880.19
2018-12-14,6877.5
2018-12-17,6845.17
2018-12-18,6773.24
2018-12-19,6701.59
2018-12-20,6765.94
2018-12-21,6711.93
2018-12-24,6721.17
2018-12-27,6685.99
2018-12-28,6584.68
2018-12-31,6733.97
2019-01-02,6728.13
2019-01-03,6734.23
2019-01-04,6692.66
2019-01-07,6837.42
2019-01-08,6810.88
2019-01-09,6861.6
2019-01-10,6906.63
2019-01-11,6942.87
2019-01-14,6918.18
2019-01-15,6855.02
2019-01-16,6895.02
2019-01-17,6862.68
2019-01-18,6834.92
2019-01-21,6968.33
2019-01-22,6970.59
2019-01-23,6901.39
2019-01-24,6842.88
2019-01-25,6818.95
2019-01-28,6809.22
2019-01-29,6747.1
2019-01-30,6833.93
2019-01-31,6941.63
2019-02-01,6968.85
2019-02-04,7020.22
2019-02-05,7034.13
2019-02-06,7177.37
2019-02-07,7173.09
2019-02-08,7093.58
2019-02-11,7071.18
2019-02-12,7129.11
2019-02-13,7133.14
